SolicitudID; Nro solicitud;EnsayoID;ensayo solicitado ;Fecha de creación;Forma de pago;ClienteId;RazonSocial;CUIT_CUIL;EspecieNombre;Condicion_semilla;Fecha inicio ensayo;FechaFinalizacion;Variedad;Baja;PG (normales)%;Año;Moneda;precio_lista;Porcentaje de Bonificación
1666;370438;2;Poder Germinativo curado;2020-11-09 19:55:16.763;Transferencia bancaria;4781;Ezequiel Maldonado;23-65804273-0;Soja;natural;2020-11-09 19:55:16.763;2020-11-17 00:00:00.000;DON MARIO 4615;;95.0;2020;ARS;4300.0;
1667;370439;2;Poder Germinativo curado;2020-11-09 19:55:40.363;Transferencia bancaria;4781;Ezequiel Maldonado;23-65804273-0;Soja;natural;2020-11-09 19:55:40.363;2020-11-17 00:00:00.000;4.97 CREDENS;;80.0;2020;ARS;4300.0;
1668;370440;2;Poder Germinativo curado;2020-11-09 19:55:59.617;Transferencia bancaria;4781;Ezequiel Maldonado;23-65804273-0;Soja;natural;2020-11-09 19:55:59.617;2020-11-17 00:00:00.000;4.35 FERIA DEL NORTE;;78.0;2020;ARS;4300.0;
1669;370441;1;Poder Germinativo sin curar;2020-11-10 13:08:31.557;Cuenta corriente;960;Cooperativa Agrícola San Pedro;30-94214382-2;Centeno;natural;2020-11-10 13:08:31.557;2020-11-23 00:00:00.000;;;91.0;2020;ARS;4300.0;
1670;370441;4;Peso de 1000 semillas;2020-11-10 13:08:31.557;Cuenta corriente;960;Cooperativa Agrícola San Pedro;30-94214382-2;Centeno;natural;2020-11-10 13:08:31.557;2020-11-23 00:00:00.000;;;;2020;ARS;1000;
1671;370441;5;Pureza Física;2020-11-10 13:08:31.557;Cuenta corriente;960;Cooperativa Agrícola San Pedro;30-94214382-2;Centeno;natural;2020-11-10 13:08:31.557;2020-11-23 00:00:00.000;;;;2020;ARS;3800.0;
1672;370442;2;Poder Germinativo curado;2020-11-18 13:37:40.480;Cuenta corriente;4784;Campo Sur S.R.L.;33-10791358-5;Soja;natural;2020-11-18 13:37:40.480;2020-11-30 00:00:00.000;SOJA DON MARIO 4620 STS;;0.0;2020;ARS;4300.0;
1673;370442;1;Poder Germinativo sin curar;2020-11-18 13:37:40.480;Cuenta corriente;4784;Campo Sur S.R.L.;33-10791358-5;Soja;natural;2020-11-18 13:37:40.480;2020-11-30 00:00:00.000;SOJA DON MARIO 4620 STS;;0.0;2020;ARS;4300.0;
1674;370442;4;Peso de 1000 semillas;2020-11-18 13:37:40.480;Cuenta corriente;4784;Campo Sur S.R.L.;33-10791358-5;Soja;natural;2020-11-18 13:37:40.480;2020-11-30 00:00:00.000;SOJA DON MARIO 4620 STS;;;2020;ARS;1000;
1675;370442;5;Pureza Física;2020-11-18 13:37:40.480;Cuenta corriente;4784;Campo Sur S.R.L.;33-10791358-5;Soja;natural;2020-11-18 13:37:40.480;2020-11-30 00:00:00.000;SOJA DON MARIO 4620 STS;;;2020;ARS;3800.0;
1676;370472;1;Poder Germinativo sin curar;2020-11-11 08:41:23.830;Cuenta corriente;25;Cooperativa de Villa María;30-83197857-1;Soja;natural;2020-11-11 08:41:23.830;2020-11-19 00:00:00.000;SYNGENTA 5x1;;85.0;2020;ARS;4300.0;
1677;370473;2;Poder Germinativo curado;2020-11-11 10:17:30.323;Cuenta corriente;908;El Sojal S.R.L.;33-58586340-3;Soja;natural;2020-11-11 10:17:30.323;2020-11-19 00:00:00.000;DM4212;;68.0;2020;ARS;4300.0;
1678;370473;23;Primer Conteo;2020-11-11 10:17:30.323;Cuenta corriente;908;El Sojal S.R.L.;33-58586340-3;Soja;natural;2020-11-11 10:17:30.323;2020-11-19 00:00:00.000;DM4212;;;2020;ARS;1000;
1679;370474;2;Poder Germinativo curado;2020-11-11 10:17:51.187;Cuenta corriente;908;El Sojal S.R.L.;33-58586340-3;Soja;natural;2020-11-11 10:17:51.187;2020-11-19 00:00:00.000;DM 4618;;82.0;2020;ARS;4300.0;
1680;370474;23;Primer Conteo;2020-11-11 10:17:51.187;Cuenta corriente;908;El Sojal S.R.L.;33-58586340-3;Soja;natural;2020-11-11 10:17:51.187;2020-11-19 00:00:00.000;DM 4618;;;2020;ARS;1000;
1681;370508;1;Poder Germinativo sin curar;2020-11-12 09:48:54.713;Crédito;3135;Semillas Córdoba Sur S.A.;30-99639081-8;Maíz;tratada;2020-11-12 09:48:54.713;2020-11-19 00:00:00.000;566 MGCL F23 AJ1ZD60;;97.0;2020;ARS;4300.0;
1682;370508;23;Primer Conteo;2020-11-12 09:48:54.713;Crédito;3135;Semillas Córdoba Sur S.A.;30-99639081-8;Maíz;tratada;2020-11-12 09:48:54.713;2020-11-19 00:00:00.000;566 MGCL F23 AJ1ZD60;;;2020;ARS;1000;
1683;370509;1;Poder Germinativo sin curar;2020-11-17 10:36:03.587;Cuenta corriente;130059;Nicolás Cano;20-85543051-4;Pasto Lloron;natural;2020-11-17 10:36:03.587;2020-12-08 00:00:00.000;;;91.0;2020;ARS;4300.0;
1684;370545;1;Poder Germinativo sin curar;2020-11-11 18:27:02.317;Transferencia bancaria;4339;Teresa Correa;20-66431351-6;Maíz;tratada;2020-11-11 18:27:02.317;2020-11-18 00:00:00.000;ORTEGA 507;;99.0;2020;ARS;4300.0;
1685;370545;23;Primer Conteo;2020-11-11 18:27:02.317;Transferencia bancaria;4339;Teresa Correa;20-66431351-6;Maíz;tratada;2020-11-11 18:27:02.317;2020-11-18 00:00:00.000;ORTEGA 507;;;2020;ARS;1000;
1686;370546;1;Poder Germinativo sin curar;2020-11-11 20:12:17.967;Transferencia bancaria;4767;El Maní S.R.L.;30-18620650-6;Soja;natural;2020-11-11 20:12:17.967;2020-11-19 00:00:00.000;;;97.0;2020;ARS;4300.0;
1687;370546;23;Primer Conteo;2020-11-11 20:12:17.967;Transferencia bancaria;4767;El Maní S.R.L.;30-18620650-6;Soja;natural;2020-11-11 20:12:17.967;2020-11-19 00:00:00.000;;;;2020;ARS;1000;
1688;370547;1;Poder Germinativo sin curar;2020-11-11 20:13:30.077;Transferencia bancaria;4767;El Maní S.R.L.;30-18620650-6;Soja;natural;2020-11-11 20:13:30.077;2020-11-19 00:00:00.000;;;96.0;2020;ARS;4300.0;
1689;370547;23;Primer Conteo;2020-11-11 20:13:30.077;Transferencia bancaria;4767;El Maní S.R.L.;30-18620650-6;Soja;natural;2020-11-11 20:13:30.077;2020-11-19 00:00:00.000;;;;2020;ARS;1000;
1690;370548;1;Poder Germinativo sin curar;2020-11-12 09:50:18.727;Crédito;3135;Semillas Córdoba Sur S.A.;30-99639081-8;Maíz;tratada;2020-11-12 09:50:18.727;2020-11-19 00:00:00.000;566 VT3 PRO F20 AJ1ZO39;;95.0;2020;ARS;4300.0;
1691;370548;23;Primer Conteo;2020-11-12 09:50:18.727;Crédito;3135;Semillas Córdoba Sur S.A.;30-99639081-8;Maíz;tratada;2020-11-12 09:50:18.727;2020-11-19 00:00:00.000;566 VT3 PRO F20 AJ1ZO39;;;2020;ARS;1000;
1692;370550;1;Poder Germinativo sin curar;2020-11-12 17:16:30.300;Transferencia bancaria;2881;El Maizal Grande S.R.L.;30-56843172-1;Soja;natural;2020-11-12 17:16:30.300;2020-11-20 00:00:00.000;;;96.0;2020;ARS;4300.0;
1693;370551;1;Poder Germinativo sin curar;2020-11-12 17:16:50.827;Transferencia bancaria;2881;El Maizal Grande S.R.L.;30-56843172-1;Soja;natural;2020-11-12 17:16:50.827;2020-11-20 00:00:00.000;;;97.0;2020;ARS;4300.0;
1694;370553;1;Poder Germinativo sin curar;2020-11-13 19:32:58.360;Transferencia bancaria;2211;AgroMesopotamia S.A.;30-62401521-4;Soja;natural;2020-11-13 19:32:58.360;2020-11-23 00:00:00.000;LDC 5.3;;91.0;2020;ARS;4300.0;
1695;370553;2;Poder Germinativo curado;2020-11-13 19:32:58.360;Transferencia bancaria;2211;AgroMesopotamia S.A.;30-62401521-4;Soja;natural;2020-11-13 19:32:58.360;2020-11-23 00:00:00.000;LDC 5.3;;91.0;2020;ARS;4300.0;
1696;370554;1;Poder Germinativo sin curar;2020-11-13 19:33:28.317;Transferencia bancaria;2211;AgroMesopotamia S.A.;30-62401521-4;Soja;natural;2020-11-13 19:33:28.317;2020-11-23 00:00:00.000;50i17;;97.0;2020;ARS;4300.0;
1697;370554;2;Poder Germinativo curado;2020-11-13 19:33:28.317;Transferencia bancaria;2211;AgroMesopotamia S.A.;30-62401521-4;Soja;natural;2020-11-13 19:33:28.317;2020-11-23 00:00:00.000;50i17;;97.0;2020;ARS;4300.0;
1698;370555;2;Poder Germinativo curado;2020-11-13 20:24:32.027;Transferencia bancaria;4783;Granos y Semillas S.A.;30-87267850-6;Soja;natural;2020-11-13 20:24:32.027;2020-11-23 00:00:00.000;FN 4,5;;95.0;2020;ARS;4300.0;
1699;370555;23;Primer Conteo;2020-11-13 20:24:32.027;Transferencia bancaria;4783;Granos y Semillas S.A.;30-87267850-6;Soja;natural;2020-11-13 20:24:32.027;2020-11-23 00:00:00.000;FN 4,5;;;2020;ARS;1000;
1700;370556;2;Poder Germinativo curado;2020-11-13 20:28:17.413;Transferencia bancaria;4782;Karina Contreras;20-66390708-6;Soja;natural;2020-11-13 20:28:17.413;2020-11-23 00:00:00.000;FN 4,35;;89.0;2020;ARS;4300.0;
1701;370556;23;Primer Conteo;2020-11-13 20:28:17.413;Transferencia bancaria;4782;Karina Contreras;20-66390708-6;Soja;natural;2020-11-13 20:28:17.413;2020-11-23 00:00:00.000;FN 4,35;;;2020;ARS;1000;
1702;370557;2;Poder Germinativo curado;2020-11-13 20:28:43.070;Transferencia bancaria;4782;Karina Contreras;20-66390708-6;Soja;natural;2020-11-13 20:28:43.070;2020-11-30 00:00:00.000;4212;;90.0;2020;ARS;4300.0;
1703;370557;23;Primer Conteo;2020-11-13 20:28:43.070;Transferencia bancaria;4782;Karina Contreras;20-66390708-6;Soja;natural;2020-11-13 20:28:43.070;2020-11-30 00:00:00.000;4212;;;2020;ARS;1000;
1704;370558;2;Poder Germinativo curado;2020-11-13 20:29:02.657;Transferencia bancaria;4782;Karina Contreras;20-66390708-6;Soja;natural;2020-11-13 20:29:02.657;2020-11-23 00:00:00.000;4615;;94.0;2020;ARS;4300.0;
1705;370558;23;Primer Conteo;2020-11-13 20:29:02.657;Transferencia bancaria;4782;Karina Contreras;20-66390708-6;Soja;natural;2020-11-13 20:29:02.657;2020-11-23 00:00:00.000;4615;;;2020;ARS;1000;
1706;370571;12;Poder Germinativo Nidera Soja;2020-11-16 11:02:30.663;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-16 11:02:30.663;2020-11-24 00:00:00.000;NS 5419 IPRO;;83.0;2020;ARS;4300.0;
1707;370571;13;Pureza Física Nidera Soja;2020-11-16 11:02:30.663;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-16 11:02:30.663;2020-11-24 00:00:00.000;NS 5419 IPRO;;;2020;ARS;3800.0;
1708;370572;12;Poder Germinativo Nidera Soja;2020-11-16 11:03:14.273;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-16 11:03:14.273;2020-11-24 00:00:00.000;NS 5419 IPRO;;84.0;2020;ARS;4300.0;
1709;370572;13;Pureza Física Nidera Soja;2020-11-16 11:03:14.273;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-16 11:03:14.273;2020-11-24 00:00:00.000;NS 5419 IPRO;;;2020;ARS;3800.0;
1710;370573;12;Poder Germinativo Nidera Soja;2020-11-16 11:04:00.930;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-16 11:04:00.930;2020-11-24 00:00:00.000;NS 5419 IPRO;;94.0;2020;ARS;4300.0;
1711;370573;13;Pureza Física Nidera Soja;2020-11-16 11:04:00.930;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-16 11:04:00.930;2020-11-24 00:00:00.000;NS 5419 IPRO;;;2020;ARS;3800.0;
1712;370576;1;Poder Germinativo sin curar;2020-11-17 10:37:26.683;Cuenta corriente;130059;Nicolás Cano;20-85543051-4;Pasto Lloron;natural;2020-11-17 10:37:26.683;NULL;;1;93.0;2020;ARS;4300.0;
1713;370576;1;Poder Germinativo sin curar;2020-11-17 10:37:26.683;Cuenta corriente;130059;Nicolás Cano;20-85543051-4;Pasto Lloron;natural;2020-11-17 10:37:26.683;2020-12-17 00:00:00.000;;;93.0;2020;ARS;4300.0;
1714;370661;1;Poder Germinativo sin curar;2020-11-18 16:52:35.663;Cuenta corriente;52;Campo Verde S.R.L.;30-85329037-3;Soja;natural;2020-11-18 16:52:35.663;2020-11-26 00:00:00.000;DM 50i17;;85.0;2020;ARS;4300.0;
1715;370661;2;Poder Germinativo curado;2020-11-18 16:52:35.663;Cuenta corriente;52;Campo Verde S.R.L.;30-85329037-3;Soja;natural;2020-11-18 16:52:35.663;2020-11-26 00:00:00.000;DM 50i17;;85.0;2020;ARS;4300.0;
1716;370662;1;Poder Germinativo sin curar;2020-11-18 16:54:21.983;Transferencia bancaria;1040;Semillas Tucumán S.A.;33-96028436-5;Centeno;natural;2020-11-18 16:54:21.983;2020-11-30 00:00:00.000;EL TIO;;99.0;2020;ARS;4300.0;
1717;370669;4;Peso de 1000 semillas;2020-11-18 21:31:45.627;Cuenta corriente;2853;Cooperativa Agropecuaria Ucacha;30-19832887-8;Trigo;natural;2020-11-18 21:31:45.627;2020-11-30 00:00:00.000;C1 - 143 Kg;;;2020;ARS;1000;
1718;370670;4;Peso de 1000 semillas;2020-11-18 21:32:34.963;Cuenta corriente;2853;Cooperativa Agropecuaria Ucacha;30-19832887-8;Trigo;natural;2020-11-18 21:32:34.963;2020-11-30 00:00:00.000;C1 - TESTIGO;;;2020;ARS;1000;
1719;370671;4;Peso de 1000 semillas;2020-11-18 21:33:08.530;Cuenta corriente;2853;Cooperativa Agropecuaria Ucacha;30-19832887-8;Trigo;natural;2020-11-18 21:33:08.530;2020-11-30 00:00:00.000;C1 - 194 Kg;;;2020;ARS;1000;
1720;370672;4;Peso de 1000 semillas;2020-11-18 21:33:40.557;Cuenta corriente;2853;Cooperativa Agropecuaria Ucacha;30-19832887-8;Trigo;natural;2020-11-18 21:33:40.557;2020-11-30 00:00:00.000;C7 - 143 Kg FERTI;;;2020;ARS;1000;
1721;370673;4;Peso de 1000 semillas;2020-11-18 21:34:06.120;Cuenta corriente;2853;Cooperativa Agropecuaria Ucacha;30-19832887-8;Trigo;natural;2020-11-18 21:34:06.120;2020-11-30 00:00:00.000;C7 - TESTIGO;;;2020;ARS;1000;
1722;370674;4;Peso de 1000 semillas;2020-11-18 21:34:32.873;Cuenta corriente;2853;Cooperativa Agropecuaria Ucacha;30-19832887-8;Trigo;natural;2020-11-18 21:34:32.873;2020-11-30 00:00:00.000;C7 - 194 Kg FERTI;;;2020;ARS;1000;
1723;370675;1;Poder Germinativo sin curar;2020-11-18 18:23:23.557;Transferencia bancaria;4785;Agropecuaria Chaco S.A.;33-62343121-6;Poroto mung;natural;2020-11-18 18:23:23.557;2020-11-25 00:00:00.000;GRADO 1;;;2020;ARS;4300.0;
1724;370676;1;Poder Germinativo sin curar;2020-11-18 18:23:48.550;Transferencia bancaria;4785;Agropecuaria Chaco S.A.;33-62343121-6;Poroto mung;natural;2020-11-18 18:23:48.550;2020-11-25 00:00:00.000;GRADO 2;;;2020;ARS;4300.0;
1725;370677;1;Poder Germinativo sin curar;2020-11-18 18:25:01.780;Transferencia bancaria;4785;Agropecuaria Chaco S.A.;33-62343121-6;Soja;natural;2020-11-18 18:25:01.780;2020-11-26 00:00:00.000;DM 6.8;;67.0;2020;ARS;4300.0;
1726;370678;1;Poder Germinativo sin curar;2020-11-18 18:25:54.457;Transferencia bancaria;4785;Agropecuaria Chaco S.A.;33-62343121-6;Soja;natural;2020-11-18 18:25:54.457;2020-11-26 00:00:00.000;4212 DM;;93.0;2020;ARS;4300.0;
1727;370678;23;Primer Conteo;2020-11-18 18:25:54.457;Transferencia bancaria;4785;Agropecuaria Chaco S.A.;33-62343121-6;Soja;natural;2020-11-18 18:25:54.457;2020-11-26 00:00:00.000;4212 DM;;;2020;ARS;1000;
1728;370679;1;Poder Germinativo sin curar;2020-11-19 09:53:00.813;Cuenta corriente;3277;Granos del Este S.A.;30-10475894-5;Soja;natural;2020-11-19 09:53:00.813;2020-12-01 00:00:00.000;4615;;95.0;2020;ARS;4300.0;
1729;370680;1;Poder Germinativo sin curar;2020-11-19 09:53:23.200;Cuenta corriente;3277;Granos del Este S.A.;30-10475894-5;Soja;natural;2020-11-19 09:53:23.200;2020-11-27 00:00:00.000;5351;;91.0;2020;ARS;4300.0;
1730;370682;2;Poder Germinativo curado;2020-11-19 11:40:57.793;Cuenta corriente;130059;Nicolás Cano;20-85543051-4;Soja;natural;2020-11-19 11:40:57.793;2020-12-01 00:00:00.000;;;95.0;2020;ARS;4300.0;
1731;370683;1;Poder Germinativo sin curar;2020-11-19 17:31:39.280;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Soja;natural;2020-11-19 17:31:39.280;2020-11-27 00:00:00.000;LDC 5.3;;95.0;2020;ARS;4300.0;
1732;370683;8;Vigor por Tetrazolio en Soja;2020-11-19 17:31:39.280;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Soja;natural;2020-11-19 17:31:39.280;2020-11-27 00:00:00.000;LDC 5.3;;;2020;ARS;7800.0;
1733;370707;1;Poder Germinativo sin curar;2020-11-24 11:17:50.007;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:17:50.007;2020-12-25 00:00:00.000;;;96.0;2020;ARS;4300.0;
1734;370707;23;Primer Conteo;2020-11-24 11:17:50.007;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:17:50.007;2020-12-25 00:00:00.000;;;;2020;ARS;1000;
1735;370708;23;Primer Conteo;2020-11-24 11:18:16.057;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:18:16.057;2020-12-25 00:00:00.000;;;;2020;ARS;1000;
1736;370708;1;Poder Germinativo sin curar;2020-11-24 11:18:16.057;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:18:16.057;2020-12-25 00:00:00.000;;;96.0;2020;ARS;4300.0;
1737;370709;1;Poder Germinativo sin curar;2020-11-24 11:18:31.640;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:18:31.640;2020-12-25 00:00:00.000;;;95.0;2020;ARS;4300.0;
1738;370709;23;Primer Conteo;2020-11-24 11:18:31.640;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:18:31.640;2020-12-25 00:00:00.000;;;;2020;ARS;1000;
1739;370710;23;Primer Conteo;2020-11-24 11:19:00.163;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:19:00.163;2020-12-25 00:00:00.000;;;;2020;ARS;1000;
1740;370710;1;Poder Germinativo sin curar;2020-11-24 11:19:00.163;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:19:00.163;2020-12-25 00:00:00.000;;;95.0;2020;ARS;4300.0;
1741;370711;1;Poder Germinativo sin curar;2020-11-24 11:19:14.110;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:19:14.110;2020-12-25 00:00:00.000;;;93.0;2020;ARS;4300.0;
1742;370711;23;Primer Conteo;2020-11-24 11:19:14.110;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:19:14.110;2020-12-25 00:00:00.000;;;;2020;ARS;1000;
1743;370712;23;Primer Conteo;2020-11-24 11:19:33.337;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:19:33.337;2020-12-25 00:00:00.000;;;;2020;ARS;1000;
1744;370712;1;Poder Germinativo sin curar;2020-11-24 11:19:33.337;Cuenta corriente;4396;Semillera del Litoral S.A.;30-50785405-4;Sorgo;tratada;2020-11-24 11:19:33.337;2020-12-25 00:00:00.000;;;97.0;2020;ARS;4300.0;
1745;370714;1;Poder Germinativo sin curar;2020-11-24 19:20:15.250;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Soja;natural;2020-11-24 19:20:15.250;2020-12-02 00:00:00.000;53i53;;83.0;2020;ARS;4300.0;
1746;370714;8;Vigor por Tetrazolio en Soja;2020-11-24 19:20:15.250;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Soja;natural;2020-11-24 19:20:15.250;2020-12-02 00:00:00.000;53i53;;;2020;ARS;7800.0;
1747;370715;1;Poder Germinativo sin curar;2020-11-24 19:21:03.437;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Centeno;natural;2020-11-24 19:21:03.437;2020-12-07 00:00:00.000;CAPILLA DE LOS REMEDIOS;;93.0;2020;ARS;4300.0;
1748;370715;7;Viabilidad Ensayo por Tetrazolio;2020-11-24 19:21:03.437;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Centeno;natural;2020-11-24 19:21:03.437;2020-12-07 00:00:00.000;CAPILLA DE LOS REMEDIOS;;;2020;ARS;7800.0;
1749;370739;1;Poder Germinativo sin curar;2020-11-25 13:43:11.343;Cuenta corriente;9360;Granos del Este S.A.;30-43887075-7;Maíz;tratada;2020-11-25 13:43:11.343;2020-12-02 00:00:00.000;;;95.0;2020;ARS;4300.0;
1750;370739;23;Primer Conteo;2020-11-25 13:43:11.343;Cuenta corriente;9360;Granos del Este S.A.;30-43887075-7;Maíz;tratada;2020-11-25 13:43:11.343;2020-12-02 00:00:00.000;;;;2020;ARS;1000;
1751;370740;1;Poder Germinativo sin curar;2020-11-25 16:05:55.613;Cuenta corriente;4464;Campo Fértil S.R.L.;30-67698610-9;Soja;natural;2020-11-25 16:05:55.613;2020-12-11 00:00:00.000;5009;;96.0;2020;ARS;4300.0;
1752;370740;5;Pureza Física;2020-11-25 16:05:55.613;Cuenta corriente;4464;Campo Fértil S.R.L.;30-67698610-9;Soja;natural;2020-11-25 16:05:55.613;2020-12-11 00:00:00.000;5009;;;2020;ARS;3800.0;
1753;370740;4;Peso de 1000 semillas;2020-11-25 16:05:55.613;Cuenta corriente;4464;Campo Fértil S.R.L.;30-67698610-9;Soja;natural;2020-11-25 16:05:55.613;2020-12-11 00:00:00.000;5009;;;2020;ARS;1000;
1754;370741;1;Poder Germinativo sin curar;2020-11-25 16:09:22.063;Transferencia bancaria;3528;La Semillera Entrerriana Norte S.A.;30-67684996-2;Maíz;tratada;2020-11-25 16:09:22.063;2020-12-02 00:00:00.000;507;;93.0;2020;ARS;4300.0;
1755;370742;1;Poder Germinativo sin curar;2020-11-26 08:58:21.217;Cuenta corriente;798;Susana Molina;20-45551614-2;Trigo;natural;2020-11-26 08:58:21.217;2020-12-11 00:00:00.000;;;98.0;2020;ARS;4300.0;
1756;370743;1;Poder Germinativo sin curar;2020-11-26 08:59:12.873;Cuenta corriente;967;Granos del Litoral S.A.;33-90048665-1;Soja;natural;2020-11-26 08:59:12.873;2020-12-08 00:00:00.000;5x1;;95.0;2020;ARS;4300.0;
1757;370776;1;Poder Germinativo sin curar;2020-11-27 10:12:01.867;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:12:01.867;2020-12-07 00:00:00.000;4309;;97.0;2020;ARS;4300.0;
1758;370776;23;Primer Conteo;2020-11-27 10:12:01.867;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:12:01.867;2020-12-07 00:00:00.000;4309;;;2020;ARS;1000;
1759;370777;1;Poder Germinativo sin curar;2020-11-27 10:12:18.723;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:12:18.723;2020-12-07 00:00:00.000;46R18;;72.0;2020;ARS;4300.0;
1760;370777;23;Primer Conteo;2020-11-27 10:12:18.723;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:12:18.723;2020-12-07 00:00:00.000;46R18;;;2020;ARS;1000;
1761;370778;1;Poder Germinativo sin curar;2020-11-27 10:12:32.787;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:12:32.787;2020-12-07 00:00:00.000;5009;;97.0;2020;ARS;4300.0;
1762;370778;23;Primer Conteo;2020-11-27 10:12:32.787;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:12:32.787;2020-12-07 00:00:00.000;5009;;;2020;ARS;1000;
1763;370779;1;Poder Germinativo sin curar;2020-11-27 10:13:01.860;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:13:01.860;2020-12-07 00:00:00.000;5028STS;;99.0;2020;ARS;4300.0;
1764;370779;23;Primer Conteo;2020-11-27 10:13:01.860;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:13:01.860;2020-12-07 00:00:00.000;5028STS;;;2020;ARS;1000;
1765;370780;1;Poder Germinativo sin curar;2020-11-27 10:13:19.817;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:13:19.817;2020-12-07 00:00:00.000;5258;;96.0;2020;ARS;4300.0;
1766;370780;23;Primer Conteo;2020-11-27 10:13:19.817;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:13:19.817;2020-12-07 00:00:00.000;5258;;;2020;ARS;1000;
1767;370781;1;Poder Germinativo sin curar;2020-11-27 10:13:33.293;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:13:33.293;2020-12-07 00:00:00.000;52R19;;93.0;2020;ARS;4300.0;
1768;370781;23;Primer Conteo;2020-11-27 10:13:33.293;Cuenta corriente;2375;Semillas Chubut S.A.;30-17634247-8;Soja;natural;2020-11-27 10:13:33.293;2020-12-07 00:00:00.000;52R19;;;2020;ARS;1000;
1769;370782;12;Poder Germinativo Nidera Soja;2020-11-27 10:48:45.903;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-27 10:48:45.903;2020-12-09 00:00:00.000;NA 5009;;83.0;2020;ARS;4300.0;
1770;370782;13;Pureza Física Nidera Soja;2020-11-27 10:48:45.903;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-27 10:48:45.903;2020-12-09 00:00:00.000;NA 5009;;;2020;ARS;3800.0;
1771;370783;12;Poder Germinativo Nidera Soja;2020-11-27 10:49:44.860;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-27 10:49:44.860;2020-12-07 00:00:00.000;NS 6120 IPRO;;86.0;2020;ARS;4300.0;
1772;370783;13;Pureza Física Nidera Soja;2020-11-27 10:49:44.860;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-27 10:49:44.860;2020-12-07 00:00:00.000;NS 6120 IPRO;;;2020;ARS;3800.0;
1773;370784;12;Poder Germinativo Nidera Soja;2020-11-27 10:50:27.553;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Soja;natural;2020-11-27 10:50:27.553;2020-12-07 00:00:00.000;NS 6120 IPRO;;87.0;2020;ARS;4300.0;
